,variable,label,type
11777,p5h1,H1. Description of child's health,Ordered Categorical
11778,p5h1a,H1A. Wheezing or whistling in child's chest,Unordered Categorical
11779,p5h1b,H1B. Child diagnosed with asthma by doctor or health professional,Unordered Categorical
11809,p5h4,H4. Child has been tested for lead poisoning,Unordered Categorical
11810,p5h5,H5. Results of the lead poisoning test,Ordered Categorical
11811,p5h6,H6. Number of times child had regular check-up,Ordered Categorical
11812,p5h7,H7. Child has a usual place for routine health care,Unordered Categorical
11813,p5h8,H8. Place child usually goes for health care,Unordered Categorical
11814,p5h9,"H9. Number of times child saw doctor/nurse due to illness, accident, injury",Continuous
11815,p5h10,H10. Number of times child taken to emergency room in last 12 months,Continuous
11816,p5h11,H11. Child has stayed overnight in hospital in last 12 months,Unordered Categorical
11818,p5h13,"H13. Child covered by Medicaid or a public, federal or state program",Unordered Categorical
11819,p5h14,H14. Child covered by private health insurance plan,Unordered Categorical
11820,p5h15,H15. PCG/Bio Parent smokes,Unordered Categorical
11821,p5h15a,H15A. Anyone else in household smoke,Unordered Categorical
11823,p5h15c,H15C. Hours a day child spends with someone who is smoking,Continuous
11824,p5h16,H16. Last time child saw a dentist for regular check-up,Ordered Categorical
11825,p5h16a,H16A. Number of dental fillings child has had,Continuous
11826,p5h16b,H16B. Took child to dentist because of an emergency,Unordered Categorical
11827,p5h17,H17. Noticed that child's growth spurt started,Ordered Categorical
11828,p5h17a,H17A. Noticed growth of underarm/pubic hair,Ordered Categorical
11829,p5h17b,"H17B. Have you noticed any changes in her/his skin, especially pimples?",Ordered Categorical
11830,p5h19,H19. Noticed deepening of child's voice,Ordered Categorical
11831,p5h19a,H19A. Noticed facial hair starting to grow,Ordered Categorical
11832,p5h21,H21. Child's breasts begun to grow,Ordered Categorical
11833,p5h22,H22. Child had first menstrual period,Unordered Categorical
11836,p5h23,H23. Child's physical development compared to other boys or girls,Ordered Categorical
11837,p5i1a,I1A. Frequency you did household chores with child in past month,Ordered Categorical
11838,p5i1b,I1B. Frequency you played sports or outdoor activities with child in past month,Ordered Categorical
11839,p5i1c,I1C. Frequency you watch TV or videos with child in past month,Ordered Categorical
11840,p5i1d,I1D. Frequency you played video or computer games with child in past month,Ordered Categorical
11841,p5i1e,I1E. Frequency you read books or talked about books with child in past month,Ordered Categorical
11842,p5i1f,I1F. Frequency you participated in indoor activities with child in past month,Ordered Categorical
11843,p5i1g,I1G. Frequency you talked about current events with child in past month,Ordered Categorical
11844,p5i1h,I1H. Frequency you talked about child's day with child in past month,Ordered Categorical
11845,p5i1i,I1I. Frequency you made sure child's homework was complete in past month,Ordered Categorical
11846,p5i1j,I1J. Frequency you helped child with homework in past month,Ordered Categorical
11847,p5i2a,I2A. Child participated in athletic activities in past year,Unordered Categorical
11848,p5i2b,"I2B. Child participated in music lessons, art class, or performing arts in past",Unordered Categorical
11849,p5i2c,I2C. Child participated in church or religious groups in past year,Unordered Categorical
11850,p5i2d,I2D. Child participated in clubs like scouts or programs at YMCA in past year,Unordered Categorical
11851,p5i2e,I2E. Child participated in academic activities like tutoring or math lab in past,Unordered Categorical
11852,p5i3,I3. Amount of time child watches TV or videos on a weekday,Continuous
11853,p5i4,I4. Amount of time child watches TV or videos on a weekend day,Continuous
11854,p5i5,I5. Amount of time child plays outdoors on typical weekday,Continuous
11855,p5i6,I6. Amount of time child plays outdoors on typical weekend day,Continuous
11856,p5i7,I7. Amount of time child spends doing homework on weekday,Continuous
11857,p5i8,I8. Amount of time child spends doing homework on weekend day,Continuous
11858,p5i9,I9. Child has regular bed time during the week,Unordered Categorical
11859,p5i10,I10. Hour when child usually goes to bed,Continuous
11860,p5i10a,I10A. Minutes when child usually goes to bed,Continuous
11861,p5i10b,I10B. AM or PM when child usually goes to bed,Unordered Categorical
11862,p5i11,I11. Number of weeknights child goes to bed at said time,Ordered Categorical
11863,p5i12,I12. Number of hours child sleeps on weeknights,Continuous
11864,p5i13,I13. Number of TVs in home,Continuous
11865,p5i14,I14. Child has TV in bedroom,Unordered Categorical
11866,p5i15,I15. Number of hours TV is on,Continuous
11867,p5i16,I16. Talked about TV programs with child in past 2 weeks,Unordered Categorical
11868,p5i17,I17. Have a computer in the home,Unordered Categorical
11869,p5i18b,I18B. Number of hours per day child uses computer,Continuous
11870,p5i19,I19. Child has desk or table to do homework,Unordered Categorical
11871,p5i20a,I20A. Child has access to 10 books at home,Unordered Categorical
11872,p5i20b,I20B. Number of books that belong to child,Ordered Categorical
11873,p5i20c,I20C. Child has a dictionary,Unordered Categorical
11874,p5i21a,I21A. Child read book for fun in the last three months,Unordered Categorical
11875,p5i21b,I21B. You read book for fun in the last three months,Unordered Categorical
11876,p5i22a,I22A. You can't hear yourself think in home,Ordered Categorical
11877,p5i22b,I22B. Home is a real zoo,Ordered Categorical
11878,p5i22c,I22C. Children have a regular bedtime routine,Ordered Categorical
11879,p5i22d,I22D. You are usually able to stay on top of things,Ordered Categorical
11880,p5i22e,I22E. The atmosphere in your house is calm,Ordered Categorical
11881,p5i23,"I23. Number of child's close friends you know by sight, first and last name",Ordered Categorical
11882,p5i24,"I24. Number of child's close friends' parents you know by sight, first and last",Ordered Categorical
11883,p5i25,I25. Number of child's close friends you saw last week,Continuous
11884,p5i26,I26. Frequency you know what child does during free time,Ordered Categorical
11885,p5i27,I27. Frequency you know how child spends money,Ordered Categorical
11886,p5i28,I28. Number of mornings child eats breakfast in week,Ordered Categorical
11887,p5i29,I29. Number of nights family eats dinner together,Ordered Categorical
11888,p5i30a,I30A. Confirm where BioF lives,Unordered Categorical
11889,p5i30c,I30C. Child has seen father in past year,Unordered Categorical
11890,p5i31a,I31A. Frequency father did household chores with child in past month,Ordered Categorical
11891,p5i31b,I31B. Frequency father played sports or outdoor activities with child in past mo,Ordered Categorical
11892,p5i31c,I31C. Frequency father watched TV or videos with child in past month,Ordered Categorical
11893,p5i31d,I31D. Frequency father played video or computer games with child in past month,Ordered Categorical
11894,p5i31e,I31E. Frequency father read books or talked about books with child in past month,Ordered Categorical
11895,p5i31f,I31F. Frequency father participated in indoor activities with child in past mont,Ordered Categorical
11896,p5i31g,I31G. Frequency father talked about current events with child in past month,Ordered Categorical
11897,p5i31h,I31H. Frequency father talked about day with child in past month,Ordered Categorical
11898,p5i31i,I31I. Frequency father made sure child's homework was complete in past month,Ordered Categorical
11899,p5i31j,I31J. Frequency father helped child with homework in past month,Ordered Categorical
11900,p5i32a,I32A. Frequency father attended open house or back-to-school night in this/last,Ordered Categorical
11901,p5i32b,I32B. Frequency father went to scheduled parent-teacher conference in this/last,Ordered Categorical
11902,p5i32c,I32C. Frequency father attended school or class event in this/last school year,Ordered Categorical
11903,p5i33a,I33A. Frequency father shouted/screamed at child in past year,Ordered Categorical
11904,p5i33b,I33B. Frequency father spanked/slapped child in past year,Ordered Categorical
11905,p5i33c,I33C. Frequency father called child dumb or lazy in past year,Ordered Categorical
11906,p5i34,"I34. Number of child's close friends father knows by sight, first and last name",Continuous
11907,p5i35,I35. Father has talked to doctor about child in last year,Unordered Categorical
11908,p5i36,I36. Father has talked to teachers in last year about how child is doing,Unordered Categorical
11909,p5i37,"I37. Father has taken child to school, a program, or camp in past month",Unordered Categorical
11910,p5i38a,I38A. Amount of influence father has on child's school,Ordered Categorical
11911,p5i38b,I38B. Amount of influence father has on child's religion,Ordered Categorical
11912,p5i38c,I38C. Amount of influence father has on child's health care,Ordered Categorical
11913,p5i39a,I39A. Living with a partner,Unordered Categorical
11937,p5j1,J1. Child is a picky eater,Ordered Categorical
11938,p5j2a,J2A. Number of servings of milk child has on typical day,Ordered Categorical
11939,p5j2b,J2B. Number of servings of other dairy products child has on typical day,Ordered Categorical
11940,p5j2c,J2C. Number of servings child has of fruit juice on typical day,Ordered Categorical
11941,p5j2d,J2D. Number of servings of diet soda child has on typical day,Ordered Categorical
11942,p5j2e,J2E. Number of servings of regular soda child has on typical day,Ordered Categorical
11943,p5j2f,J2F. Number of servings of fresh fruit or vegetables child has on typical day,Ordered Categorical
11944,p5j2g,J2G. Number of servings of candy or sweets child has on typical day,Ordered Categorical
11945,p5j2h,J2H. Number of servings of frozen or canned vegetables child has on typical day,Ordered Categorical
11946,p5j2i,J2I. Number of servings of snack foods or chips child has on typical day,Ordered Categorical
11947,p5j2j,"J2J. Number of servings of starches (bread, cereal) child has on typical day",Ordered Categorical
11948,p5j3,J3. Times per week child eats a meal from a 'fast food' restaurant,Ordered Categorical
11949,p5j4a,J4A. Child receives free or reduced price breakfast,Unordered Categorical
11950,p5j4b,J4B. Child receives free or reduced price lunch,Unordered Categorical
11951,p5j4c,J4C. Child receives free or reduced priced snacks or dinner,Unordered Categorical
11952,p5j6,J6. Other children get free or reduced priced meals,Unordered Categorical
11953,p5j7,J7. Amount paid for groceries or food used at home in last month,Continuous
11954,p5j7a,J7A. Time frame for grocery expenses,Ordered Categorical
11956,p5j8,J8. Any take out or food delivered in last month that is not included in amount,Unordered Categorical
11957,p5j9,J9. Amount paid for take out food or delivery in last month,Continuous
11958,p5j9a,J9A. Time frame for take out food and delivery expenses,Ordered Categorical
11960,p5j10,J10. Amount of money spent eating out in last month,Continuous
11961,p5j10a,J10A. Time frame for eating out expenses,Ordered Categorical
